pid,name,cpu_usage,memory_usage,read_bytes,write_bytes,status,create_time,nice,n_threads,cores
14975,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:16,0,1,2
14974,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:16,0,1,2
14973,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:16,0,1,2
14971,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 13:59,0,1,2
14970,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 13:59,0,1,2
15000,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:17,0,1,2
15045,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:19,0,1,2
14825,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:12,0,1,2
14822,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 13:54,0,1,2
14707,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:08,0,1,2
14705,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:08,0,1,2
14694,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:07,0,1,2
14693,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:07,0,1,2
14686,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:07,0,1,2
14681,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 13:49,0,1,2
14673,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 13:49,0,1,2
14714,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:45,0,1,2
14663,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:06,0,1,2
14652,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:05,0,1,2
14650,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:44,0,1,2
14647,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 13:47,0,1,2
14646,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 13:47,0,1,2
14642,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:05,0,1,2
14640,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:43,0,1,2
14632,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:43,0,1,2
14653,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 00:05,0,1,2
14824,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 00:12,0,1,2
14717,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 06:45,0,1,2
14729,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:09,0,1,2
14810,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 13:53,0,1,2
14797,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:48,0,1,2
14794,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 13:53,0,1,2
14791,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 13:52,0,1,2
14776,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:47,0,1,2
14766,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:47,0,1,2
14765,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 06:47,0,1,2
14726,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:08,0,1,2
14763,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:47,0,1,2
32757,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 00:06,0,1,2
14743,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:09,0,1,2
14742,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:09,0,1,2
14740,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:46,0,1,2
14739,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:46,0,1,2
14736,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 13:50,0,1,2
14730,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:46,0,1,2
14762,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 13:51,0,1,2
16538,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 07:46,0,1,2
15046,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 00:19,0,1,2
15051,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:00,0,1,2
15429,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 00:31,0,1,2
15383,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:09,0,1,2
15382,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:09,0,1,2
15374,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:09,0,1,2
15371,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:08,0,1,2
15370,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:08,0,1,2
15369,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:12,0,1,2
15430,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:10,0,1,2
15362,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:08,0,1,2
15358,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:12,0,1,2
15354,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:11,0,1,2
15346,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 14:11,0,1,2
15341,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:07,0,1,2
15340,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 07:07,0,1,2
15339,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:07,0,1,2
15330,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:07,0,1,2
15360,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:08,0,1,2
15319,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:29,0,1,2
15431,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:10,0,1,2
15434,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:10,0,1,2
15515,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:14,0,1,2
15506,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:34,0,1,2
15496,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:34,0,1,2
15493,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:34,0,1,2
15490,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 07:13,0,1,2
15489,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:13,0,1,2
15484,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:15,0,1,2
15432,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:10,0,1,2
15477,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:12,0,1,2
15474,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:12,0,1,2
15466,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:12,0,1,2
15456,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 07:11,0,1,2
15455,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:11,0,1,2
15454,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:11,0,1,2
15436,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:10,0,1,2
15435,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:10,0,1,2
15475,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:12,0,1,2
15048,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:57,0,1,2
15318,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:29,0,1,2
15310,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:06,0,1,2
15188,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 14:06,0,1,2
15177,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:00,0,1,2
15176,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:05,0,1,2
15175,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:00,0,1,2
15174,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:00,0,1,2
15173,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:05,0,1,2
15166,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:00,0,1,2
15192,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:24,0,1,2
15165,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:00,0,1,2
15107,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 06:59,0,1,2
15091,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:20,0,1,2
15076,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:02,0,1,2
15062,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:58,0,1,2
15057,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:57,0,1,2
15056,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 06:57,0,1,2
15054,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:01,0,1,2
15110,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:21,0,1,2
15315,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:10,0,1,2
15196,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 07:01,0,1,2
15205,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:02,0,1,2
15309,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:05,0,1,2
15303,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:28,0,1,2
15301,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:05,0,1,2
15289,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:27,0,1,2
15274,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:27,0,1,2
15270,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 00:27,0,1,2
15269,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:09,0,1,2
15197,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:01,0,1,2
15258,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:08,0,1,2
15249,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:25,0,1,2
15248,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:08,0,1,2
15246,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:04,0,1,2
15235,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:03,0,1,2
15226,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 00:25,0,1,2
15225,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:02,0,1,2
15211,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:07,0,1,2
15255,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 07:04,0,1,2
24247,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 11:53,0,1,2
16539,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 14:50,0,1,2
16549,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:46,0,1,2
17937,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:59,0,1,2
17930,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:35,0,1,2
17902,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:57,0,1,2
17882,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:34,0,1,2
17880,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:56,0,1,2
17879,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:34,0,1,2
17878,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:56,0,1,2
17876,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:34,0,1,2
17871,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:29,0,1,2
17869,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:29,0,1,2
17855,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:29,0,1,2
17843,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:28,0,1,2
17841,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 15:33,0,1,2
17828,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:32,0,1,2
17804,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:27,0,1,2
17942,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:36,0,1,2
17943,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 15:36,0,1,2
17947,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:30,0,1,2
17967,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:31,0,1,2
18059,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:40,0,1,2
18058,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:40,0,1,2
18030,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:34,0,1,2
18029,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:34,0,1,2
18019,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:39,0,1,2
18018,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:39,0,1,2
18017,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 15:39,0,1,2
17795,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:31,0,1,2
18014,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:39,0,1,2
18009,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:33,0,1,2
18008,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:33,0,1,2
17999,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:33,0,1,2
17993,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:38,0,1,2
17984,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:38,0,1,2
17976,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:31,0,1,2
17971,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:37,0,1,2
18013,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:39,0,1,2
17779,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:27,0,1,2
17777,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:27,0,1,2
17776,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:27,0,1,2
17668,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:24,0,1,2
17667,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:24,0,1,2
17660,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:28,0,1,2
17653,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:23,0,1,2
17652,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:23,0,1,2
17651,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:23,0,1,2
17643,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:23,0,1,2
17679,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:24,0,1,2
17639,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:28,0,1,2
17621,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:49,0,1,2
17620,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:49,0,1,2
17618,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:22,0,1,2
17617,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:22,0,1,2
17616,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:22,0,1,2
17615,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:27,0,1,2
17612,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:21,0,1,2
17628,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:22,0,1,2
18060,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:40,0,1,2
17681,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:24,0,1,2
17692,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:24,0,1,2
17773,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:31,0,1,2
17770,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:54,0,1,2
17764,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:26,0,1,2
17763,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:31,0,1,2
17762,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:31,0,1,2
17759,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:54,0,1,2
17758,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:54,0,1,2
17691,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:24,0,1,2
17757,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 15:30,0,1,2
17750,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:25,0,1,2
17742,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:25,0,1,2
17740,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:25,0,1,2
17727,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:52,0,1,2
17726,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 01:52,0,1,2
17694,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:24,0,1,2
17693,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:24,0,1,2
17754,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:26,0,1,2
18068,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 15:40,0,1,2
18070,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:40,0,1,2
18078,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:35,0,1,2
18462,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:47,0,1,2
18450,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:53,0,1,2
18442,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:46,0,1,2
18441,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:46,0,1,2
18439,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:46,0,1,2
18438,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:46,0,1,2
18437,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:53,0,1,2
18464,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:47,0,1,2
18427,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:45,0,1,2
18418,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:45,0,1,2
18406,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:45,0,1,2
18388,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:50,0,1,2
18386,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:50,0,1,2
18383,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 15:50,0,1,2
18375,xrdp,0,0.00B,0.00B,28.00KB,zombie,11-04-2021 15:50,0,1,2
18338,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:49,0,1,2
18426,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:52,0,1,2
18335,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:49,0,1,2
18494,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:49,0,1,2
18513,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 02:02,0,1,2
18628,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 02:06,0,1,2
18618,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 02:05,0,1,2
18617,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:53,0,1,2
18606,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:52,0,1,2
18605,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:52,0,1,2
18584,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:52,0,1,2
18581,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:51,0,1,2
18508,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 15:55,0,1,2
18572,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:51,0,1,2
18569,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:58,0,1,2
18568,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 15:58,0,1,2
18558,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:57,0,1,2
18549,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:57,0,1,2
18538,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:56,0,1,2
18529,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:56,0,1,2
18528,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:56,0,1,2
18571,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:51,0,1,2
17611,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:21,0,1,2
18331,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:44,0,1,2
18289,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:42,0,1,2
18168,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:38,0,1,2
18159,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:38,0,1,2
18146,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:37,0,1,2
18127,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:37,0,1,2
18124,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:36,0,1,2
18123,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:36,0,1,2
18117,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:42,0,1,2
18174,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 15:44,0,1,2
18112,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:36,0,1,2
18102,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:36,0,1,2
18101,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:36,0,1,2
18096,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:36,0,1,2
18091,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:35,0,1,2
18085,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:41,0,1,2
18084,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:41,0,1,2
18080,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:35,0,1,2
18106,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:41,0,1,2
18321,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:43,0,1,2
18177,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:38,0,1,2
18191,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:39,0,1,2
18278,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:46,0,1,2
18276,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:41,0,1,2
18275,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:46,0,1,2
18273,xrdp,0,0.00B,0.00B,36.00KB,zombie,11-04-2021 15:46,0,1,2
18272,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:46,0,1,2
18263,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:41,0,1,2
18260,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:40,0,1,2
18190,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:39,0,1,2
18250,xrdp,0,0.00B,0.00B,36.00KB,zombie,10-04-2021 08:40,0,1,2
18246,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:45,0,1,2
18245,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:45,0,1,2
18243,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:45,0,1,2
18238,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:40,0,1,2
18237,xrdp,0,0.00B,0.00B,28.00KB,zombie,10-04-2021 08:40,0,1,2
18203,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:40,0,1,2
18202,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:39,0,1,2
18247,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:40,0,1,2
17602,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:26,0,1,2
17596,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:21,0,1,2
17586,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:47,0,1,2
16901,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 08:00,0,1,2
16900,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:23,0,1,2
16899,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:23,0,1,2
16891,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:23,0,1,2
16890,xrdp,0,0.00B,0.00B,32.00KB,zombie,10-04-2021 07:59,0,1,2
16880,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:22,0,1,2
16877,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 01:22,0,1,2
16902,xrdp,0,0.00B,0.00B,32.00KB,zombie,11-04-2021 15:03,0,1,2
